path,label,pca_features
s3://p9-compartiment/Test_aws/Kaki/r_14_100.jpg,Kaki,"[-4.016244411468506, -8.348191261291504, 4.8423752784729, -0.8788895010948181, -3.6946637630462646, -11.266029357910156, 8.335047721862793, 6.5814290046691895, -1.8633692264556885, -4.114344596862793, -3.9676334857940674, 1.3161834478378296, -2.223982095718384, -1.857269048690796, -6.748440265655518, 1.0070903301239014, 3.3461644649505615, -0.3890102207660675, -0.06325525045394897, 5.653634071350098, -3.910933494567871, 1.4581502676010132, 1.4377663135528564, -5.105259895324707, -4.065676689147949, 0.9230715036392212, -2.3806540966033936, -2.572840690612793, 2.691927671432495, -2.725135326385498, -1.1829265356063843, 4.075171947479248, 6.776307582855225, -5.130764007568359, -1.0407276153564453, -5.176268100738525, -0.9801750779151917, 1.8692255020141602, -5.968262672424316, 0.034603849053382874, 0.5512778162956238, -4.095983028411865, 1.7112393379211426, 5.092742443084717, 2.020528793334961, 1.0925699472427368, -0.5046084523200989, -0.7521501183509827, 0.26312240958213806, -0.1991138756275177, -4.400594234466553, 0.19791363179683685, -4.003806114196777, 1.926571011543274, 1.9318143129348755, 1.0413689613342285, -2.7205965518951416, 1.3378784656524658, -1.8871896266937256, -1.3062822818756104, 2.680562734603882, 4.6695637702941895, -0.10926233977079391, -2.3557701110839844, -1.133147120475769, -3.7084004878997803, 2.7855472564697266, -0.4904698431491852, 3.3786513805389404, 0.09908584505319595, -2.757500648498535, 3.2962026596069336, -2.9348416328430176, -0.408832848072052, -2.098949909210205, 1.3524768352508545, -2.2993035316467285, -1.3633413314819336, 1.1058670282363892, 3.731128454208374, -1.1448049545288086, -2.127480983734131, -2.677633762359619, -1.8569952249526978, -2.307544231414795, -1.9013882875442505, -0.043762244284152985, 2.3273141384124756, -2.100726842880249, -0.5393873453140259, -0.22113202512264252, 2.6013214588165283, -0.3529655933380127]"
s3://p9-compartiment/Test_aws/Pomegranate/183_100.jpg,Pomegranate,"[8.447662353515625, -3.9334511756896973, -0.8072752952575684, -2.590252637863159, -8.875308990478516, -1.7549893856048584, -5.5469512939453125, 3.3866193294525146, 7.531993865966797, 2.2165863513946533, -0.9326656460762024, 2.9751884937286377, -1.4821187257766724, 2.1110002994537354, 1.6433461904525757, 0.08622964471578598, -1.3896843194961548, 0.18200284242630005, -5.889692783355713, 3.990224838256836, 2.521928548812866, -1.3937631845474243, -0.06268366426229477, 1.025687575340271, 3.472853183746338, -0.5276986360549927, 0.605760395526886, -0.41310539841651917, -0.19036145508289337, -1.6262192726135254, -2.182096481323242, -1.1451947689056396, 0.8118430376052856, -1.0075109004974365, 0.8812152743339539, 0.8659796118736267, -0.7156320214271545, -0.25655877590179443, -1.3616278171539307, 0.47076183557510376, 2.8494958877563477, 1.3245737552642822, -0.39927002787590027, -0.8079553842544556, 2.194666862487793, 1.9172090291976929, 0.5471855401992798, -1.2784173488616943, 0.6216055154800415, 0.5774285197257996, -0.2941778004169464, 1.758664608001709, -1.8972053527832031, 0.2945374548435211, -0.9489946961402893, 0.5017639994621277, 0.1630047708749771, -1.9745543003082275, 1.4042655229568481, -1.4442723989486694, -0.08518508821725845, 1.132201910018921, 0.30061179399490356, 2.0878450870513916, 0.46191346645355225, -0.9528618454933167, 0.5246990919113159, 0.4947122037410736, 0.5980920195579529, -0.4775022864341736, -2.2393853664398193, -1.1138603687286377, -0.4554995894432068, 1.0796259641647339, -0.38993605971336365, -0.5007906556129456, 0.9620071053504944, 2.0546934604644775, 0.9488986134529114, 1.5600565671920776, 1.072966456413269, 0.18151366710662842, -0.08471201360225677, 0.7387474179267883, 1.0887267589569092, 0.13409920036792755, 1.2292040586471558, -0.004769826307892799, 1.6980936527252197, -1.5915164947509766, -0.022317061200737953, 1.1262812614440918, -0.16679804027080536]"
s3://p9-compartiment/Test_aws/Clementine/16_100.jpg,Clementine,"[12.503918647766113, -4.262171268463135, 5.136232376098633, -1.3952572345733643, 0.2931272089481354, -0.8327116370201111, 4.433628559112549, 3.944542646408081, -1.941977620124817, 0.3236374258995056, -1.0686287879943848, -2.446378469467163, 0.5654525756835938, -0.1975504755973816, 1.7492108345031738, 0.2464129775762558, 2.1195526123046875, -2.8488008975982666, -2.792173385620117, 1.0986731052398682, 0.3481651246547699, -0.1275138258934021, 0.2901996672153473, -3.1845624446868896, 1.7733536958694458, 0.7053247094154358, -0.49392375349998474, -0.24118439853191376, -0.2606600821018219, 1.2881008386611938, -3.345339775085449, 2.7451770305633545, 1.3196079730987549, -0.37179434299468994, -1.0970057249069214, 0.2798841595649719, -2.9634945392608643, 2.2900853157043457, -0.10435336083173752, 1.0816289186477661, -1.6173903942108154, -2.087006092071533, 1.4297094345092773, -1.1472667455673218, 0.671447217464447, -0.32653000950813293, 2.799652338027954, 0.3474677503108978, -2.209292411804199, 0.5951889753341675, -0.9323998093605042, -1.4076017141342163, -0.22191594541072845, -1.1541550159454346, 1.192681908607483, 1.6094521284103394, -1.2564924955368042, -0.7591802477836609, -0.5954772233963013, 0.08965445309877396, -0.5277814865112305, 1.5741684436798096, -1.2125065326690674, -2.1448817253112793, -1.125739336013794, 0.39992478489875793, 1.7103351354599, 0.7281940579414368, -1.6407101154327393, -0.31337714195251465, 0.8203299045562744, -1.448102355003357, -3.0502917766571045, 0.24052634835243225, 0.03475908562541008, -0.17815552651882172, -0.26983708143234253, 2.6560802459716797, 0.6556930541992188, 0.39854782819747925, 0.934813916683197, -1.8790346384048462, -0.9379113912582397, 0.7917085886001587, -1.1671993732452393, 0.5223971009254456, 0.5896502137184143, -0.1592215597629547, -0.9382936358451843, 0.7384530305862427, 2.706932544708252, 0.06602184474468231, 0.12536443769931793]"
s3://p9-compartiment/Test_aws/Tomato Yellow/r2_147_100.jpg,Tomato Yellow,"[9.460345268249512, 0.5949221849441528, 9.240357398986816, -2.766460418701172, 3.199514389038086, -6.771520137786865, 5.088317394256592, 3.9870967864990234, -4.2504801750183105, 0.38212135434150696, 1.1982616186141968, -3.630809783935547, 2.150599479675293, -1.033121943473816, 1.6782926321029663, 2.510956287384033, 4.3950700759887695, -1.3290534019470215, 2.113656997680664, -1.593545913696289, 0.7707201838493347, 2.3080811500549316, 2.9352927207946777, -4.246883392333984, -0.6331372857093811, 1.1184015274047852, -1.0878612995147705, 1.0060806274414062, 2.0371992588043213, -1.8285481929779053, -3.9904472827911377, 1.2545007467269897, 3.433419942855835, -1.5793285369873047, -0.9765204191207886, -2.1457953453063965, -5.297582149505615, -0.07804051786661148, -0.8429535031318665, 3.258256673812866, -1.7889174222946167, -2.2605679035186768, 1.0410897731781006, -0.40115487575531006, -1.4059549570083618, -0.7296270728111267, 0.9990220069885254, -0.0759686827659607, 0.5999606251716614, -1.2047380208969116, -0.28612542152404785, -1.928562879562378, 0.1794666200876236, -2.445405960083008, -0.6636910438537598, 0.25160399079322815, -1.356039047241211, 1.2448856830596924, 1.4525301456451416, 0.8742806315422058, 0.17239826917648315, -1.0457431077957153, 0.3743434548377991, -2.1307313442230225, 1.3871389627456665, 0.15590409934520721, 1.6919386386871338, 0.637640118598938, 0.3526742458343506, -0.29613208770751953, 0.846261203289032, -1.2194658517837524, 1.1671961545944214, 0.50949627161026, -0.7572317719459534, 0.5356769561767578, 0.8071045875549316, 0.4647279977798462, 0.32826298475265503, 1.345815658569336, 1.8826396465301514, -0.0001588262675795704, -1.2014999389648438, 0.6215997934341431, 0.7280591130256653, -0.4681221544742584, -2.784419536590576, 2.0960912704467773, 0.16722169518470764, 1.2835623025894165, 2.329896926879883, -0.19116930663585663, 1.3144853115081787]"
s3://p9-compartiment/Test_aws/Onion Red Peeled/r_71_100.jpg,Onion Red Peeled,"[6.227238178253174, -2.312242031097412, -5.1380510330200195, 5.399241924285889, 0.02280341647565365, -5.598566055297852, 0.51817786693573, -3.4871175289154053, 2.0404739379882812, -1.2781404256820679, 1.755683183670044, 2.411564588546753, 4.647215843200684, -3.2195522785186768, 4.455031871795654, -1.0326019525527954, 0.8786190748214722, 2.8031036853790283, 4.22425651550293, 1.084722638130188, 0.39783692359924316, -4.255256175994873, -2.5943915843963623, 0.651928722858429, -0.5619073510169983, 5.9212212562561035, -1.131948471069336, -3.017373561859131, -1.329276442527771, -4.2193803787231445, 0.5426663756370544, 0.6702254414558411, -1.4996525049209595, 0.013501400128006935, -1.4936786890029907, -0.8573439717292786, 0.8944098949432373, 2.2034194469451904, 2.44356369972229, -1.476273536682129, 0.9465926289558411, 1.5738722085952759, 0.08160495012998581, 0.8291498422622681, 0.8357616066932678, -1.3023349046707153, 2.416800022125244, 0.23565952479839325, 0.8145456910133362, -0.11728547513484955, -3.148521661758423, -1.5555522441864014, 0.2413777858018875, -1.9526147842407227, 1.4862638711929321, -0.9291456937789917, -2.587937355041504, 0.10231516510248184, 1.9091731309890747, 1.1255416870117188, -0.34627002477645874, -0.6297248601913452, -0.41942164301872253, 1.1098111867904663, 0.3090006709098816, -0.18975485861301422, 0.008116171695291996, 0.0004451764980331063, 0.6212744116783142, 1.4051560163497925, 1.2749996185302734, -1.0920716524124146, 0.27674224972724915, 0.8019914031028748, 1.926275610923767, 0.2600395083427429, 0.8210615515708923, -0.9006288647651672, -1.430250883102417, -0.2811150848865509, 0.6223121881484985, 0.6209654211997986, -1.701756238937378, 2.0547494888305664, 0.1808912456035614, 0.6729557514190674, -0.8158608078956604, -1.2397767305374146, 1.458834171295166, 0.9450989365577698, -0.33209022879600525, 1.0531457662582397, -1.361280918121338]"
s3://p9-compartiment/Test_aws/Grapefruit Pink/191_100.jpg,Grapefruit Pink,"[12.770668029785156, 4.579188823699951, 6.287374019622803, -1.900902509689331, 1.5429673194885254, 3.748446464538574, 2.6005544662475586, 5.377302169799805, -6.796929359436035, 0.03087143786251545, -1.5284309387207031, -3.6366875171661377, 4.608656406402588, 0.9246580600738525, -4.434388637542725, 1.0022211074829102, 3.036011219024658, -1.0980569124221802, 0.8460655808448792, -1.7519605159759521, -0.8518294095993042, -0.5516703128814697, 1.0971529483795166, -5.199210166931152, 0.25730258226394653, 3.523911237716675, -1.4190107583999634, 3.1560521125793457, 1.7336077690124512, -1.7678089141845703, -0.8641006946563721, 0.5925672054290771, -1.2314765453338623, 0.8406636714935303, 0.6307984590530396, 2.0651695728302, -0.2047225832939148, 0.1796329766511917, 0.08993826806545258, -0.07369069755077362, -0.36991629004478455, 0.284831166267395, -1.2142727375030518, -0.49235138297080994, 1.640334129333496, 2.3711869716644287, 1.1997977495193481, 0.9149658679962158, -0.7841344475746155, -0.49117740988731384, -0.18120363354682922, -0.924801230430603, 1.3258403539657593, -0.645000696182251, 0.33158305287361145, -1.4920127391815186, -0.6476128697395325, -0.7885218858718872, -1.0556002855300903, 0.06353206187486649, 1.2812613248825073, -1.0167512893676758, 0.5562743544578552, 0.3242190480232239, 0.059785474091768265, -0.1422044187784195, -1.6192048788070679, 0.39919790625572205, 1.8595736026763916, 0.7602009177207947, 0.9353381991386414, -0.43520689010620117, 0.5191270709037781, -1.8116704225540161, 1.6286022663116455, -0.02631409652531147, 0.5048000812530518, 1.343954086303711, -0.2943136692047119, 0.7397023439407349, -1.6105421781539917, -0.8628557920455933, -1.3107630014419556, 0.5308670997619629, -0.4036327004432678, 0.2978411316871643, -0.02024475671350956, -1.1795330047607422, 0.12472467124462128, 1.2042256593704224, 0.7456774711608887, 0.7973681688308716, -0.5635451078414917]"
s3://p9-compartiment/Test_aws/Mulberry/94_100.jpg,Mulberry,"[-14.296247482299805, -5.672580718994141, -4.638893127441406, -20.992673873901367, 7.473300933837891, 5.160834312438965, -10.134231567382812, -0.7346933484077454, 1.0448108911514282, 0.11190544068813324, 12.87955379486084, -7.772104263305664, 3.3846664428710938, 6.354902744293213, -2.6869699954986572, -3.708857536315918, 10.760771751403809, -1.4253079891204834, -6.349680423736572, 2.5876331329345703, -15.382134437561035, 4.047403335571289, 7.435114860534668, 2.7455074787139893, 0.42055970430374146, 4.4566731452941895, -0.8921968340873718, -7.474953651428223, -10.165000915527344, -5.258184909820557, -1.1988459825515747, 1.3882838487625122, 1.1209931373596191, -4.0428786277771, 0.2941496968269348, -3.4082179069519043, 3.251824140548706, -0.0759538784623146, 0.3400939702987671, 0.74885493516922, -5.158874034881592, -3.143754482269287, -0.5726412534713745, -4.594999313354492, 2.123807191848755, -0.36167266964912415, -3.5040829181671143, -2.4537742137908936, 4.883367538452148, 4.431060314178467, -1.0086255073547363, 4.591493606567383, 2.008899450302124, -3.0545198917388916, 2.349550485610962, -1.1029789447784424, 0.09971141070127487, 2.1614933013916016, 0.6450756788253784, -0.34741929173469543, 3.958523988723755, -0.4380730986595154, 1.207707166671753, 1.0438077449798584, -0.29786938428878784, 3.513152599334717, 2.8670432567596436, -1.6128946542739868, -1.589951992034912, 3.0441737174987793, -3.098865270614624, -1.960379719734192, 3.115971565246582, 2.0743720531463623, 3.157498598098755, -3.98009991645813, -0.1194402351975441, -0.6745628714561462, -0.8055295944213867, 1.7005841732025146, -3.3814170360565186, -1.2009594440460205, 0.6484184265136719, -1.0387929677963257, 0.341067373752594, -2.1595776081085205, -1.3545503616333008, -0.9204115867614746, 2.323091983795166, -0.2625975012779236, 1.7848328351974487, 1.7959423065185547, -0.9790705442428589]"
s3://p9-compartiment/Test_aws/Lemon/289_100.jpg,Lemon,"[7.059600830078125, 11.132682800292969, 3.876913547515869, -2.775980234146118, 7.884363651275635, 1.1914730072021484, -4.516275405883789, 3.29622220993042, -2.1573679447174072, -0.44686374068260193, -4.365934371948242, -0.4447876214981079, 1.5680891275405884, 0.6966491341590881, -3.7910914421081543, 3.5910794734954834, -0.020777178928256035, -2.449355363845825, 0.7384635806083679, 2.2597146034240723, 0.597583532333374, -0.13141098618507385, -2.862945795059204, 3.6136810779571533, -2.3351736068725586, -1.9506661891937256, 2.377537488937378, 0.3889373242855072, -2.392653226852417, 0.6313636302947998, 4.5376763343811035, -0.1986996829509735, -1.0556385517120361, -0.9231067895889282, 0.2402801662683487, -0.2063976377248764, 2.4296395778656006, 0.9384576678276062, 1.054023265838623, 1.0534343719482422, 2.8008172512054443, -0.619225263595581, -0.7191388010978699, 0.41765251755714417, -0.7058236002922058, 1.0671186447143555, -1.2179230451583862, 0.2026948779821396, 0.9748729467391968, 0.12556947767734528, 0.9883371591567993, 0.0692829042673111, -1.8041013479232788, -1.2371037006378174, 1.5479427576065063, 2.0220041275024414, -0.40879952907562256, -0.794649600982666, 0.5657222270965576, 0.7274653315544128, -1.1428403854370117, 0.08953651040792465, 0.6600608825683594, -0.3475927412509918, 2.364361047744751, -0.5336287617683411, 1.437699317932129, -0.7020555138587952, -2.792179584503174, 0.5750747323036194, -0.6726053953170776, 0.12501415610313416, -0.8386463522911072, -0.2890149652957916, 1.4123690128326416, -0.6686045527458191, -0.6588385701179504, -0.07411651313304901, -0.8138521909713745, 2.222881555557251, -2.072587251663208, 0.5660435557365417, 0.5369946360588074, -0.1601029485464096, -1.8827953338623047, 1.0984857082366943, 0.08377309888601303, 0.5223565101623535, -1.0695650577545166, -0.8305982947349548, 0.32631543278694153, 0.47743386030197144, 0.9084397554397583]"
s3://p9-compartiment/Test_aws/Peach 2/r2_157_100.jpg,Peach 2,"[3.663179397583008, 3.3726613521575928, 0.6012800931930542, 1.8657912015914917, 5.890660762786865, -0.11340406537055969, 2.040938377380371, -1.107062578201294, -1.0953224897384644, -5.125918388366699, -1.5359821319580078, -8.586268424987793, -0.7049116492271423, 6.378125190734863, 1.1269679069519043, -2.557927370071411, 1.9897887706756592, 3.2361605167388916, 0.5932117104530334, -1.4258674383163452, 2.1654858589172363, -6.701255798339844, -3.9301035404205322, 2.3363747596740723, 0.26926589012145996, 0.633131206035614, -3.640003204345703, -2.3704640865325928, -2.871157169342041, -1.1703908443450928, -1.758902907371521, 1.5780768394470215, 0.26165178418159485, -0.02249057963490486, 0.65996915102005, -0.6952164769172668, 2.383145332336426, -2.4967546463012695, 1.0336482524871826, -2.6774792671203613, 2.5787596702575684, -0.7509397864341736, 0.24184957146644592, 3.1018481254577637, -3.3247878551483154, 1.4071481227874756, -0.9909771084785461, 0.5899832248687744, -0.5350051522254944, -2.3397045135498047, -0.40276435017585754, 0.5873991847038269, 1.7858381271362305, 0.923479437828064, 0.30332159996032715, -0.11022906005382538, -1.2402912378311157, 0.4384957551956177, 1.1402193307876587, 0.4936545193195343, 0.3119436800479889, 0.04111113399267197, -0.9084265232086182, 0.34292072057724, -0.3887995481491089, -0.8416980504989624, -0.4177000820636749, -2.3600075244903564, 0.6802391409873962, -1.4546842575073242, 0.5534866452217102, -2.941439151763916, 0.13261662423610687, 0.3802212178707123, 0.4942290186882019, -2.9075241088867188, -1.3345459699630737, 0.6414189338684082, -0.5221424102783203, 0.6773855686187744, 1.556626319885254, 0.32691672444343567, 0.08275321125984192, 0.10079489648342133, 1.8015276193618774, 0.4601821005344391, 0.2462577223777771, 0.33424702286720276, 0.7413352727890015, -1.2887134552001953, -0.7314430475234985, 0.8969602584838867, -0.033389270305633545]"
s3://p9-compartiment/Test_aws/Pear Williams/159_100.jpg,Pear Williams,"[-3.6140003204345703, 7.127598762512207, 3.8280529975891113, 2.8605782985687256, -5.037569046020508, -10.13316822052002, -1.569762945175171, -0.9797850251197815, -1.3812484741210938, 3.9733822345733643, 3.252258777618408, 0.2870887517929077, -2.9229066371917725, 3.358635902404785, -0.4049699902534485, -4.596691608428955, -2.229931354522705, -1.9250447750091553, 0.8335289359092712, -1.534615159034729, 2.831623077392578, 0.6554680466651917, 1.193841814994812, 1.3870373964309692, -3.588632345199585, -0.9489940404891968, 1.4526867866516113, -2.9271531105041504, 0.05965220555663109, 4.567728042602539, -2.8922970294952393, -2.7593116760253906, -2.836852788925171, 0.3993949592113495, 2.520118474960327, -4.540984153747559, -0.30337420105934143, -0.09474655240774155, 3.512083053588867, 3.1142523288726807, 1.1012715101242065, 1.994645357131958, 0.7921788692474365, -3.1206271648406982, 0.12051098793745041, -3.278337001800537, -1.6983000040054321, 0.06794071197509766, 0.4609333276748657, 3.554776430130005, -0.260977178812027, 0.5491058826446533, -0.0037812525406479836, -1.0136321783065796, 0.33463558554649353, 1.304802417755127, -0.20274066925048828, 2.2006800174713135, 3.135059118270874, -1.7638589143753052, -1.6697521209716797, -0.6958640217781067, -1.6236861944198608, -0.540172815322876, -1.5261017084121704, -0.6895356774330139, 0.6075233817100525, 1.8798723220825195, -0.44690385460853577, 0.02940593659877777, 0.3545532822608948, 1.0096598863601685, 1.169802188873291, 4.794827461242676, -1.5551648139953613, 0.5111726522445679, 0.54012531042099, 1.6163424253463745, 5.422292232513428, -2.525221586227417, 0.5419726371765137, 2.078356981277466, 2.7020771503448486, 2.630000352859497, -0.2378014177083969, 1.052655577659607, -0.7019338011741638, -0.4234042763710022, -1.2022411823272705, -0.07168705016374588, -0.9713305234909058, 1.3881521224975586, -1.1077150106430054]"
s3://p9-compartiment/Test_aws/Potato Red Washed/r2_102_100.jpg,Potato Red Washed,"[4.526101589202881, 1.331844687461853, -0.184610515832901, 4.526683807373047, -8.407998085021973, -1.193146824836731, 5.396639347076416, -3.646294355392456, 1.8116611242294312, -1.8160877227783203, 0.42381805181503296, -6.495334625244141, 2.0517356395721436, 1.1168782711029053, -2.6924538612365723, -1.0930274724960327, -0.8791566491127014, 2.718064785003662, 0.23363329470157623, 0.5572425127029419, -2.598686456680298, 3.1339380741119385, 4.336906433105469, -4.872648239135742, -0.11431989073753357, 0.5881708860397339, 2.0860133171081543, 1.4649412631988525, -1.9117305278778076, 1.6275147199630737, -3.050508975982666, -0.7928124070167542, -0.5514711141586304, 0.38653290271759033, 1.6239806413650513, 1.262017846107483, -1.475891351699829, -1.144421935081482, -2.3674275875091553, 0.05814308673143387, -0.5473775267601013, 0.17954783141613007, -0.5878997445106506, 1.337746262550354, 0.5211386680603027, -1.8055363893508911, -0.30155256390571594, 1.7205811738967896, -1.4270102977752686, 0.8635675311088562, -0.5225661993026733, 0.8067644834518433, 0.05947495996952057, -0.2573080360889435, -1.0841320753097534, 0.7028884291648865, -0.5901316404342651, -0.550702691078186, -0.6806904673576355, -0.12897096574306488, 0.21547183394432068, -0.03232511505484581, -0.6083450317382812, -0.305216908454895, -2.641345262527466, 0.18428702652454376, 1.5218342542648315, 0.5772806406021118, 1.4225846529006958, -0.42271894216537476, 0.6193157434463501, 1.447574257850647, -0.2307180017232895, -0.17778150737285614, 0.8005677461624146, -1.3051527738571167, -0.7705424427986145, -0.44284817576408386, -3.8166544437408447, -0.6198108196258545, -0.2758941054344177, -1.4969186782836914, 0.7596887946128845, 0.552007794380188, -1.434883952140808, 0.5377718210220337, 0.5774650573730469, -0.042978622019290924, 0.13619588315486908, 0.4314044713973999, -1.5438448190689087, -1.6378101110458374, 1.4142463207244873]"
s3://p9-compartiment/Test_aws/Fig/r2_184_100.jpg,Fig,"[-3.7587268352508545, -3.7391605377197266, -6.211190223693848, 5.460399627685547, -0.7813165187835693, -6.5534844398498535, -1.3087550401687622, -5.243887901306152, 3.749210834503174, 0.5071710348129272, 0.30020859837532043, -3.86236310005188, 3.203195571899414, -1.6650758981704712, -0.20539699494838715, -4.546176433563232, -2.7851104736328125, 1.9808918237686157, 3.187711477279663, -4.043191432952881, 3.7648208141326904, -3.863797187805176, -5.9166436195373535, 2.1303346157073975, -0.41360360383987427, 1.7661449909210205, 3.833078622817993, -2.5636866092681885, -3.5731399059295654, -3.2732698917388916, -0.5054384469985962, 1.721373200416565, -3.985125780105591, -0.12885801494121552, 1.314221739768982, 1.039939045906067, 1.920085072517395, -5.425408840179443, 4.0505805015563965, 0.8281368613243103, -0.9724081754684448, -2.923292636871338, 0.3979142904281616, 0.31659287214279175, 2.6724672317504883, 1.2234984636306763, -1.386909008026123, -2.0118868350982666, 0.9262740612030029, -0.4877166152000427, 0.5387057065963745, 3.2459206581115723, 2.645406723022461, 2.0977485179901123, 2.3821117877960205, -3.147437810897827, -0.963796079158783, 0.49878567457199097, 2.0088510513305664, 3.0740485191345215, -2.946671962738037, 0.33841606974601746, 0.9754785895347595, 1.4553874731063843, -0.2529831528663635, 1.8181098699569702, -1.7400481700897217, -1.5402864217758179, 4.0094218254089355, 1.7279020547866821, 3.0926311016082764, -1.4230865240097046, -1.975286602973938, -2.742374897003174, 2.123932123184204, 0.9673140048980713, -0.09683335572481155, -2.2053298950195312, 2.0347518920898438, 0.839800238609314, 0.13228046894073486, 0.049479324370622635, 0.978171169757843, -1.1512202024459839, -2.756782293319702, 3.9977340698242188, 1.2220758199691772, 1.422497272491455, -3.773254156112671, -0.7202937602996826, 0.41772976517677307, 2.175522565841675, -1.5310879945755005]"
s3://p9-compartiment/Test_aws/Plum 3/201_100.jpg,Plum 3,"[-1.1527554988861084, -1.9354478120803833, -11.141115188598633, 8.527070045471191, 4.9794816970825195, -2.0088350772857666, -4.4894700050354, -1.9284610748291016, 3.607590675354004, -1.3726816177368164, 3.4416215419769287, -4.593439102172852, -3.335524320602417, 3.801947832107544, -1.6862235069274902, -0.20219646394252777, 2.1757469177246094, 1.6200110912322998, 0.324974000453949, -0.4306403696537018, 0.41242551803588867, -4.920102119445801, -1.4949103593826294, -0.543209433555603, 3.0343966484069824, 1.1934843063354492, 1.0568325519561768, 2.7276995182037354, -4.62195348739624, 1.3882747888565063, 0.08973799645900726, 2.5130650997161865, 3.0859460830688477, -2.7779104709625244, -0.10673310607671738, 1.1239173412322998, 0.2510066628456116, 1.8629491329193115, 0.019696611911058426, -1.9590152502059937, -2.2108607292175293, 1.9142816066741943, 0.7104613184928894, 0.47944241762161255, 1.608643651008606, 1.2352527379989624, -0.33041447401046753, 0.5751568675041199, -0.23520247638225555, -4.085461139678955, 0.12797890603542328, 1.1726974248886108, 2.508836030960083, -1.2477999925613403, -2.039224624633789, 1.7713185548782349, -0.24550676345825195, 2.8680710792541504, -2.1919591426849365, 0.6401911377906799, -2.043424129486084, 0.5567962527275085, -1.2076196670532227, 0.07555961608886719, 2.636265277862549, 0.21865899860858917, -2.4591145515441895, -2.873425006866455, 3.8589541912078857, 0.4115901589393616, 1.8631497621536255, -0.6315246224403381, -0.31545305252075195, -2.03857159614563, -1.989269495010376, 1.1276615858078003, -0.22577987611293793, -1.5146594047546387, 1.9592740535736084, -1.204982876777649, -2.4603333473205566, -0.4223876893520355, -0.7242002487182617, -2.3887956142425537, -1.0460245609283447, -1.43928861618042, 0.28950029611587524, -0.9576866030693054, 0.3418399691581726, -0.5440208315849304, -1.055653691291809, -1.0603786706924438, -1.5832605361938477]"
